shape,rid,role,text,name,note,processor_flagged
"X6 abbreviated alt (ends ׳)","T00598","alt","רִגְּ׳","רִיגּוּג","","false"
"X6 abbreviated alt (ends ׳)","T00600","alt","רִגּ׳","רִיגּוּשׁ²","","false"
"X6 abbreviated alt (ends ׳)","T00609","alt","רִהֲ׳","רִיהֲטָא","","false"
"X6 abbreviated alt (ends ׳)","T00631","alt","רֵחְ׳","רִיחְתָנָא","","false"
"X6 abbreviated alt (ends ׳)","T00640","alt","רִכּ׳","רִיכּוּנָא","","false"
"X6 abbreviated alt (ends ׳)","T00647","alt","רֵימְ׳","רֵימָנָא","","false"
"X6 abbreviated alt (ends ׳)","T00650","alt","רִנּ׳","רִינּוּן","","false"
"X6 abbreviated alt (ends ׳)","T00651","alt","רִנּ׳","רִינּוּנָא","","false"
"X6 abbreviated alt (ends ׳)","T00656","alt","רִי׳","רֵיסָא","","false"
"X6 abbreviated alt (ends ׳)","T00660","alt","רִסּ׳","רִיסּוּקָא","","false"
"X6 abbreviated alt (ends ׳)","T00667","alt","רִסְ׳","רִיסְתָּקָא","","false"
"X6 abbreviated alt (ends ׳)","T00673","alt","רֵע׳","רֵיעוּתָא","","false"
"X6 abbreviated alt (ends ׳)","T00678","alt","רִפּ׳","רִיפּוּי","","false"
"X6 abbreviated alt (ends ׳)","T00693","alt","רֵקָ׳","רֵיקָא","","false"
"X6 abbreviated alt (ends ׳)","T00695","alt","רִקּ׳","רִיקּוּד","","false"
"X6 abbreviated alt (ends ׳)","T00697","alt","רִקּ׳","רִיקּוּחַ","","false"
"X6 abbreviated alt (ends ׳)","T00699","alt","רִקּ׳","רִיקּוּעַ","","false"
"X6 abbreviated alt (ends ׳)","T00707","alt","רִקָ׳","רֵיקָן²","","false"
"X6 abbreviated alt (ends ׳)","T00722","alt","רִשּׁ׳","רִישּׁוּם","","false"
"X6 abbreviated alt (ends ׳)","T00736","alt","רִתּ׳","רִיתּוּת","","false"
"X6 abbreviated alt (ends ׳)","T00749","alt","רִיכְ׳","רִכְבָּא","","false"
"X6 abbreviated alt (ends ׳)","T00775","alt","רִי׳","רִכְסָא I","","false"
"X6 abbreviated alt (ends ׳)","T00776","alt","רִי׳","רִכְסָא","","false"
"X6 abbreviated alt (ends ׳)","T00778","alt","רִיכְ׳","רִכְפַּת","","false"
"X6 abbreviated alt (ends ׳)","T00779","alt","רִי׳","רִכְשָׁא","","false"
"X6 abbreviated alt (ends ׳)","T00793","alt","רִי׳","רִמָּה","","false"
"X6 abbreviated alt (ends ׳)","T00795","alt","רִי׳","רִמּוֹן","","false"
"X6 abbreviated alt (ends ׳)","T00796","alt","רִי׳","רִמֹּון","","false"
"X6 abbreviated alt (ends ׳)","T00836","alt","רִי׳","רִמְצָא","","false"
"X6 abbreviated alt (ends ׳)","T00838","alt","רוּמְ׳","רְמַשׁ","","false"
"X6 abbreviated alt (ends ׳)","T00839","alt","רוּ׳","רַמְשִׁית","","false"
"X6 abbreviated alt (ends ׳)","T00844","alt","רִי׳","רִנָּה","","false"
"X6 abbreviated alt (ends ׳)","T00849","alt","רִי׳","רְנָנָא","","false"
"X6 abbreviated alt (ends ׳)","T00858","alt","רִי׳","רִסְנָא","","false"
"X6 abbreviated alt (ends ׳)","T00884","alt","רַעֲ׳","רַעְוָא","","false"
"X6 abbreviated alt (ends ׳)","T00885","alt","רַעֲ׳","רַעְוָא²","","false"
"X6 abbreviated alt (ends ׳)","T00894","alt","רֵי׳","רֵעִי","","false"
"X6 abbreviated alt (ends ׳)","T00954","alt","רִי׳","רִפְסָא","","false"
"X6 abbreviated alt (ends ׳)","T00962","alt","רִי׳","רִפְקָא","","false"
"X6 abbreviated alt (ends ׳)","T00994","alt","רוֹ׳","רַצְעָנָא","","false"
"X6 abbreviated alt (ends ׳)","T00998","alt","רִי׳","רִצְפָה","","false"
"X6 abbreviated alt (ends ׳)","T01000","alt","רִיצְ׳","רִצְפְּתָא","","false"
"X6 abbreviated alt (ends ׳)","T01012","alt","רִי׳","רִקְבָּא","","false"
"X6 abbreviated alt (ends ׳)","T01044","alt","רִי׳","רִקְמָא","","false"
"X6 abbreviated alt (ends ׳)","T01069","alt","רִישְׁ׳","רִשְׁבָּא","","false"
"X6 abbreviated alt (ends ׳)","T01070","alt","רִישְׁ׳","רִשְׁבִּין","","false"
"X6 abbreviated alt (ends ׳)","T01081","alt","רָ׳","רְשׁוּתָא","","false"
"X6 abbreviated alt (ends ׳)","T01084","alt","רָ׳","רַשְׁיָא","","false"
"X6 abbreviated alt (ends ׳)","T01085","alt","רַשַּׁ׳","רָשַׁיָּא","","false"
"X6 abbreviated alt (ends ׳)","T01087","alt","רָשִׁ׳","רַשִּׁיעָא","","false"
"X6 abbreviated alt (ends ׳)","T01103","alt","רִי׳","רִשְׁעָא","","false"
"X6 abbreviated alt (ends ׳)","T01109","alt","רִי׳","רִשְׁפָּא","","false"
"X6 abbreviated alt (ends ׳)","T01110","alt","רִי׳","רְשַׁק","","false"
"X6 abbreviated alt (ends ׳)","T01125","alt","רִי׳","רִתְחָא","","false"
"X6 abbreviated alt (ends ׳)","T01142","alt","רִי׳","רִתְמָא","","false"
"X6 abbreviated alt (ends ׳)","T01142","alt","רוּ׳","רִתְמָא","","false"
"X6 abbreviated alt (ends ׳)","T01147","alt","רִי׳","רִתְקָא","","false"
"X6 abbreviated alt (ends ׳)","U00033","alt","שְׁאִי׳","שְׁאֵלָה","","false"
"X6 abbreviated alt (ends ׳)","U00067","alt","שִׁבְ׳","שִׁבְּבִין","","false"
"X6 abbreviated alt (ends ׳)","U00067","alt","שֵׁיבְ׳","שִׁבְּבִין","","false"
"X6 abbreviated alt (ends ׳)","U00069","alt","שִׁי׳","שִׁבְהוֹר","","false"
"X6 abbreviated alt (ends ׳)","U00105","alt","שׁוּ׳","שְׁבַט","","false"
"X6 abbreviated alt (ends ׳)","U00112","alt","שִׁי׳","שְׁבִי²","","false"
"X6 abbreviated alt (ends ׳)","U00140","alt","שִׁבְּ׳","שִׁבְלָא","","false"
"X6 abbreviated alt (ends ׳)","U00140","alt","שֻׁבְּ׳","שִׁבְלָא","","false"
"X6 abbreviated alt (ends ׳)","U00146","alt","שִׂ׳","שִׁבְלֵי","","false"
"X6 abbreviated alt (ends ׳)","U00156","alt","שַׁ׳","שְׁבַע","","false"
"X6 abbreviated alt (ends ׳)","U00156","alt","שׁוּ׳","שְׁבַע","","false"
"X6 abbreviated alt (ends ׳)","U00162","alt","שָׂבְ׳","שָׂבָע","","false"
"X6 abbreviated alt (ends ׳)","U00170","alt","שִׁי׳","שִׁבְקָא","","false"
"X6 abbreviated alt (ends ׳)","U00171","alt","שִׁי׳","שִׁבְקָא²","","false"
"X6 abbreviated alt (ends ׳)","U00188","alt","שִׁי׳","שִׁבְשָׁא","","false"
"X6 abbreviated alt (ends ׳)","U00195","alt","שְׁבִישְׁ׳","שְׁבִשְׁתָּא","","false"
"X6 abbreviated alt (ends ׳)","U00213","alt","שִׁי׳","שִׁגְדָּא","","false"
"X6 abbreviated alt (ends ׳)","U00231","alt","שִׁי׳","שִׁגְמָא","","false"
"X6 abbreviated alt (ends ׳)","U00238","alt","שִׁי׳","שִׁגְרָא","","false"
"X6 abbreviated alt (ends ׳)","U00239","alt","שִׁי׳","שִׁגְרוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","U00248","alt","שַׁגִּישְׁ׳","שַׁגִּשְׁיָא","","false"
"X6 abbreviated alt (ends ׳)","U00252","alt","שֵׁי׳","שֵׁדָא","","false"
"X6 abbreviated alt (ends ׳)","U00281","alt","שִׁי׳","שִׁדָּפוֹן","","false"
"X6 abbreviated alt (ends ׳)","U00282","alt","שִׁידּ׳","שִׁדְּפוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","U00282","alt","שׁוּדְּ׳","שִׁדְּפוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","U00287","alt","שִׁי׳","שִׁדְרָא","","false"
"X6 abbreviated alt (ends ׳)","U00287","alt","שׁוּ׳","שִׁדְרָא","","false"
"X6 abbreviated alt (ends ׳)","U00289","alt","שִׁי׳","שִׁדְרָה","","false"
"X6 abbreviated alt (ends ׳)","U00323","alt","שׁוּבְּ׳","שׁוֹבַל","","false"
"X6 abbreviated alt (ends ׳)","U00327","alt","שׂוּ׳","שׂוֹבַע²","","false"
"X6 abbreviated alt (ends ׳)","U00335","alt","שׂוֹדָ׳","שׂוּדָנִי","","false"
"X6 abbreviated alt (ends ׳)","U00366","alt","שׁוּחֲ׳","שׁוֹחֲדָא","","false"
"X6 abbreviated alt (ends ׳)","U00366","alt","שׁוּחְ׳","שׁוֹחֲדָא","","false"
"X6 abbreviated alt (ends ׳)","U00370","alt","שׁוּ׳","שׁוֹחֲנָא","","false"
"X6 abbreviated alt (ends ׳)","U00396","alt","שִׁיוְו׳","שַׁוְיָא","","false"
"X6 abbreviated alt (ends ׳)","U00396","alt","שִׁיוּוּ׳","שַׁוְיָא","","false"
"X6 abbreviated alt (ends ׳)","U00399","alt","שַׁוְו׳","שַׁוְיוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U00399","alt","שַׁוְיָי׳","שַׁוְיוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U00420","alt","שֻׁלְ׳","שׁוּלְחָן","","false"
"X6 abbreviated alt (ends ׳)","U00425","alt","שָׁלְ׳","שׁוּלְטָנוּת","","false"
"X6 abbreviated alt (ends ׳)","U00426","alt","שָׁלְ׳","שׁוּלְטָנוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U00428","alt","שְׁוַו׳","שְׁוַלְיָא","","false"
"X6 abbreviated alt (ends ׳)","U00431","alt","הַשּׁ׳","שׁוּלָמִי","","false"
"X6 abbreviated alt (ends ׳)","U00474","alt","שִׁי׳","שׁוּסְתָּג","","false"
"X6 abbreviated alt (ends ׳)","U00510","alt","שׁוֹפְ׳","שׁוֹפָרָא","","false"
"X6 abbreviated alt (ends ׳)","U00549","alt","ס׳","שׁוּרְיָיקָא","","false"
"X6 abbreviated alt (ends ׳)","U00561","alt","שׁוּ׳","שׁוֹשְׁבִינָא","","false"
"X6 abbreviated alt (ends ׳)","U00595","alt","שְׁזוּ׳","שִׁזּוּגָא","","false"
"X6 abbreviated alt (ends ׳)","U00598","alt","שְׁ׳","שֵׁזִיבוּ","","false"
"X6 abbreviated alt (ends ׳)","U00608","alt","שִׁי׳","שִׁזְרָה","","false"
"X6 abbreviated alt (ends ׳)","U00609","alt","שִׁ׳","שֵׁזַרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U00609","alt","שֵׁי׳","שֵׁזַרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U00644","alt","שִׁי׳","שִׁחְיָא","","false"
"X6 abbreviated alt (ends ׳)","U00666","alt","שִׁי׳","שִׁחְלַיָּיא","","false"
"X6 abbreviated alt (ends ׳)","U00667","alt","שִׁי׳","שִׁחְלַיִים","","false"
"X6 abbreviated alt (ends ׳)","U00674","alt","שִׁי׳","שִׁחְמָא","","false"
"X6 abbreviated alt (ends ׳)","U00678","alt","שִׁי׳","שִׁחְנָא","","false"
"X6 abbreviated alt (ends ׳)","U00720","alt","שִׁי׳","שִׁחֲרֵר","","false"
"X6 abbreviated alt (ends ׳)","U00727","alt","שִׁי׳","שִׁחֲתָא","","false"
"X6 abbreviated alt (ends ׳)","U00752","alt","שִׁיטִּ׳","שָׁטִּים","","false"
"X6 abbreviated alt (ends ׳)","U00761","alt","שִׂי׳","שָׂטָן²","","false"
"X6 abbreviated alt (ends ׳)","U00765","alt","שִׁי׳","שִׁטְפָא","","false"
"X6 abbreviated alt (ends ׳)","U00772","alt","שִׁיטְ׳","שִׁטְרָא","","false"
"X6 abbreviated alt (ends ׳)","U00784","alt","שִׁיבְ׳","שֵּׁיבָבָא","","false"
"X6 abbreviated alt (ends ׳)","U00784","alt","שֵׁבְ׳","שֵּׁיבָבָא","","false"
"X6 abbreviated alt (ends ׳)","U00785","alt","שֵׁבְ׳","שֵׁיבְבוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U00791","alt","שִׁבּ׳","שִׁיבּוּחָא","","false"
"X6 abbreviated alt (ends ׳)","U00792","alt","שִׁבּ׳","שִׁיבּוּטָא","","false"
"X6 abbreviated alt (ends ׳)","U00794","alt","שִׁבּוֹ׳","שִׁיבּוֹלֶת","","false"
"X6 abbreviated alt (ends ׳)","U00795","alt","שִׁבּ׳","שִׁיבּוּלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U00796","alt","שִׁבּ׳","שִׁיבּוּקָא","","false"
"X6 abbreviated alt (ends ׳)","U00797","alt","שִׁבּ׳","שִׁיבּוּר","","false"
"X6 abbreviated alt (ends ׳)","U00798","alt","שִׁבּ׳","שִׁיבּוּשׁ","","false"
"X6 abbreviated alt (ends ׳)","U00804","alt","שִׁיבְ׳","שִׁיבְּלָא","","false"
"X6 abbreviated alt (ends ׳)","U00805","alt","שִׁבְ׳","שִׁיבְלַי","","false"
"X6 abbreviated alt (ends ׳)","U00805","alt","שִׂ׳","שִׁיבְלַי","","false"
"X6 abbreviated alt (ends ׳)","U00816","alt","שִׁגּ׳","שִׁיגּוּשׁ","","false"
"X6 abbreviated alt (ends ׳)","U00817","alt","שִׁגּ׳","שִׁיגּוּשְׁיָא","","false"
"X6 abbreviated alt (ends ׳)","U00818","alt","שִׁגּ׳","שִׁיגּוּשְׁתָּא","","false"
"X6 abbreviated alt (ends ׳)","U00827","alt","שִׁדּ׳","שִׁידּוּכָא","","false"
"X6 abbreviated alt (ends ׳)","U00843","alt","שֵׁזֵ׳","שֵׁיזֵב","","false"
"X6 abbreviated alt (ends ׳)","U00844","alt","שֵׁזְ׳","שֵׁיזְבָא","","false"
"X6 abbreviated alt (ends ׳)","U00845","alt","שֵׁזָ׳","שֵׁיזָבוּ","","false"
"X6 abbreviated alt (ends ׳)","U00848","alt","שִׁזּ׳","שִׁיזּוּגָא","","false"
"X6 abbreviated alt (ends ׳)","U00850","alt","שִׁזְ׳","שִׁיזְפִין","","false"
"X6 abbreviated alt (ends ׳)","U00860","alt","שׁוּ׳","שִׁיחָה","","false"
"X6 abbreviated alt (ends ׳)","U00875","alt","שִׁחְ׳","שִׁיחְרוּר","","false"
"X6 abbreviated alt (ends ׳)","U00876","alt","שִׁחְ׳","שִׁיחְרוּרָא","","false"
"X6 abbreviated alt (ends ׳)","U00879","alt","שַׁיָּי׳","שַׁיָּטָא","","false"
"X6 abbreviated alt (ends ׳)","U00914","alt","שְׁיַרְ׳","שְׁיַירְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U00920","alt","שִׁכּ׳","שִׁיכּוּן","","false"
"X6 abbreviated alt (ends ׳)","U00924","alt","שִׁכְ׳","שִׁיכְלוּל","","false"
"X6 abbreviated alt (ends ׳)","U00925","alt","שִׁכְ׳","שִׁיכלוּלָא","","false"
"X6 abbreviated alt (ends ׳)","U00925","alt","שַׁכ׳","שִׁיכלוּלָא","","false"
"X6 abbreviated alt (ends ׳)","U00928","alt","שִׁכְ׳","שִׁיכְמִי","","false"
"X6 abbreviated alt (ends ׳)","U00942","alt","שִׁלּ׳","*שִׁילּוּט","","false"
"X6 abbreviated alt (ends ׳)","U00956","alt","שִׁמָּ׳","שִׁימָּאָה","","false"
"X6 abbreviated alt (ends ׳)","U00958","alt","שִׁמּ׳","שִׁימּוּט","","false"
"X6 abbreviated alt (ends ׳)","U00960","alt","שִׁמּ׳","שִׁימּוּר","","false"
"X6 abbreviated alt (ends ׳)","U00961","alt","שִׁמּ׳","שִׁימּוּשׁ","","false"
"X6 abbreviated alt (ends ׳)","U00962","alt","שִׁמּ׳","שִׁימּוּשָׁא","","false"
"X6 abbreviated alt (ends ׳)","U00971","alt","שִׁנְ׳","שִׁינְדְּפִין","","false"
"X6 abbreviated alt (ends ׳)","U00973","alt","שִׁנּ׳","שִׁינּוּי","","false"
"X6 abbreviated alt (ends ׳)","U00974","alt","שִׁנּ׳","שִׁינּוּיָא","","false"
"X6 abbreviated alt (ends ׳)","U00975","alt","שִׁנּ׳","שִׁינּוּן","","false"
"X6 abbreviated alt (ends ׳)","U00976","alt","שִׁנּ׳","שִׁינּוּקָא","","false"
"X6 abbreviated alt (ends ׳)","U00976","alt","שִׁירְנ׳","שִׁינּוּקָא","","false"
"X6 abbreviated alt (ends ׳)","U00976","alt","שִׁרְנ׳","שִׁינּוּקָא","","false"
"X6 abbreviated alt (ends ׳)","U00984","alt","שִׁסּ׳","שִׁיסּוּעַ","","false"
"X6 abbreviated alt (ends ׳)","U00992","alt","שִׁע׳","שִׁיעוּרָא","","false"
"X6 abbreviated alt (ends ׳)","U01011","alt","שִׁפּ׳","שִׁופּוּט","","false"
"X6 abbreviated alt (ends ׳)","U01012","alt","שִׁפּ׳","שִׁיפּוּי","","false"
"X6 abbreviated alt (ends ׳)","U01013","alt","שִׁפּ׳","שִׁיפּוּי²","","false"
"X6 abbreviated alt (ends ׳)","U01015","alt","שִׁפּ׳","שִׁיפּוּל","","false"
"X6 abbreviated alt (ends ׳)","U01016","alt","שִׁפּ׳","שִׁיפּוּלָא","","false"
"X6 abbreviated alt (ends ׳)","U01019","alt","שִׁפּ׳","שִׁיפּוּעַ","","false"
"X6 abbreviated alt (ends ׳)","U01020","alt","שִׁפּ׳","שִׁיפּוּעָא","","false"
"X6 abbreviated alt (ends ׳)","U01024","alt","שִׁפְ׳","שִׁיפְיוּת","","false"
"X6 abbreviated alt (ends ׳)","U01034","alt","שֵׁצְ׳","שֵׁיצְיָא","","false"
"X6 abbreviated alt (ends ׳)","U01034","alt","שַׁצְ׳","שֵׁיצְיָא","","false"
"X6 abbreviated alt (ends ׳)","U01035","alt","שֵׁצָ׳","שֵׁיצְיוּ","","false"
"X6 abbreviated alt (ends ׳)","U01037","alt","שׁוּ׳","שִׁיצִינָא","","false"
"X6 abbreviated alt (ends ׳)","U01040","alt","שִׁקּ׳","שִׁיקּוּיָיא","","false"
"X6 abbreviated alt (ends ׳)","U01041","alt","שִׁקּ׳","שִׁיקּוּל","","false"
"X6 abbreviated alt (ends ׳)","U01042","alt","שִׁקּ׳","שִׁיקּוּעַ","","false"
"X6 abbreviated alt (ends ׳)","U01043","alt","שִׁקּ׳","שִׁיקּוּעָא","","false"
"X6 abbreviated alt (ends ׳)","U01044","alt","שִׁקּ׳","שִׁיקּוּץ","","false"
"X6 abbreviated alt (ends ׳)","U01045","alt","שִׁקּ׳","שִׁיקּוּץ²","","false"
"X6 abbreviated alt (ends ׳)","U01046","alt","שִׁקּ׳","שִׁיקּוּר","","false"
"X6 abbreviated alt (ends ׳)","U01065","alt","שֵׁר׳","שֵׁירוּי","","false"
"X6 abbreviated alt (ends ׳)","U01067","alt","שֵׂר׳","שֵׂירוּף","","false"
"X6 abbreviated alt (ends ׳)","U01069","alt","שֵׁר׳","שֵׁירוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U01070","alt","שֵׁר׳","שֵׁירוּתָא²","","false"
"X6 abbreviated alt (ends ׳)","U01071","alt","שֵׁר׳","שֵׁירוּתָא³","","false"
"X6 abbreviated alt (ends ׳)","U01072","alt","שִׁרְ׳","שִׁירְטוּט","","false"
"X6 abbreviated alt (ends ׳)","U01091","alt","שַׁיי׳","שַׁיִשׁ²","","false"
"X6 abbreviated alt (ends ׳)","U01095","alt","שִׁירְשׁ׳","שִׁישׁוּרָא","","false"
"X6 abbreviated alt (ends ׳)","U01095","alt","שִׁרְשׁ׳","שִׁישׁוּרָא","","false"
"X6 abbreviated alt (ends ׳)","U01103","alt","שִׁתָּ׳","שִׁית","","false"
"X6 abbreviated alt (ends ׳)","U01107","alt","שִׁתּ׳","שִׁיתּוּמָא","","false"
"X6 abbreviated alt (ends ׳)","U01117","alt","שִׁי׳","שִׁכְבָּא","","false"
"X6 abbreviated alt (ends ׳)","U01121","alt","שׁוּכְ׳","שִׁכְבְּתָא","","false"
"X6 abbreviated alt (ends ׳)","U01136","alt","שִׁי׳","שִׁכּוֹר","","false"
"X6 abbreviated alt (ends ׳)","U01140","alt","שִׁי׳","שִׁכְחָה","","false"
"X6 abbreviated alt (ends ׳)","U01163","alt","שַׁכְ׳","שִׁכְלוּל","","false"
"X6 abbreviated alt (ends ׳)","U01166","alt","שִׁיכְ׳","שִׁכְלֵל","","false"
"X6 abbreviated alt (ends ׳)","U01188","alt","שִׁי׳","שִׁכְרָא","","false"
"X6 abbreviated alt (ends ׳)","U01189","alt","שִׁי׳","שִׁכָּרָא","","false"
"X6 abbreviated alt (ends ׳)","U01190","alt","שִׁי׳","שִׁכָּרוּת","","false"
"X6 abbreviated alt (ends ׳)","U01191","alt","שִׁיכְ׳","שִׁכְשׁוּךְ","","false"
"X6 abbreviated alt (ends ׳)","U01199","alt","שְׁלַאֲ׳","שַׁלְאֲהוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U01213","alt","שִׁי׳","שִׁלְדָּא","","false"
"X6 abbreviated alt (ends ׳)","U01220","alt","שַׁלְהֵי׳","שַׁלְהוֹבָא","","false"
"X6 abbreviated alt (ends ׳)","U01222","alt","שִׁי׳","שִׁלְהֲוֵי","","false"
"X6 abbreviated alt (ends ׳)","U01223","alt","שִׁי׳","שִׁלְחֵי","","false"
"X6 abbreviated alt (ends ׳)","U01263","alt","שְׁ׳","שָׁלוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U01271","alt","שִׁי׳","שִׁלְחָא","","false"
"X6 abbreviated alt (ends ׳)","U01272","alt","שִׁי׳","שִׁלְחָא²","","false"
"X6 abbreviated alt (ends ׳)","U01284","alt","שִׁי׳","שִׁלְטָא","","false"
"X6 abbreviated alt (ends ׳)","U01285","alt","שִׁי׳","שִׁלְטוֹן","","false"
"X6 abbreviated alt (ends ׳)","U01286","alt","שִׁי׳","שִׁלְטוֹן²","","false"
"X6 abbreviated alt (ends ׳)","U01295","alt","שִׁי׳","שִׁלְיָא","","false"
"X6 abbreviated alt (ends ׳)","U01296","alt","שִׁי׳","שִׁלְיָא²","","false"
"X6 abbreviated alt (ends ׳)","U01297","alt","שִׁי׳","שִׁלְיָא³","","false"
"X6 abbreviated alt (ends ׳)","U01326","alt","שְׁלֵי׳","שְׁלִים","","false"
"X6 abbreviated alt (ends ׳)","U01328","alt","שְׁלֵי׳","שְׁלִימוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U01338","alt","שִׁלְיי׳","שִׁלְיְתָא","","false"
"X6 abbreviated alt (ends ׳)","U01338","alt","שִׁילְ׳","שִׁלְיְתָא","","false"
"X6 abbreviated alt (ends ׳)","U01391","alt","שִׁי׳","שִׁלְשׁוּל","","false"
"X6 abbreviated alt (ends ׳)","U01392","alt","שִׁי׳","שִׁלְשׁוּל²","","false"
"X6 abbreviated alt (ends ׳)","U01393","alt","שׁי׳","שִׁלְשׁוּל³","","false"
"X6 abbreviated alt (ends ׳)","U01396","alt","שִׁילְ׳","שִׁלְשֵׁל","","false"
"X6 abbreviated alt (ends ׳)","U01402","alt","שׁוּלְשֶׁילְ׳","שַׁלְשֶׁלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U01402","alt","שׁוֹשֶׁלְ׳","שַׁלְשֶׁלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U01402","alt","שִׁישֶׁ׳","שַׁלְשֶׁלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U01432","alt","שָׁמוּ׳","שָׁמוֹטָא","","false"
"X6 abbreviated alt (ends ׳)","U01438","alt","שְׁמוֹ׳","שְׁמוּעָא","","false"
"X6 abbreviated alt (ends ׳)","U01459","alt","שְׁמִיטּ׳","שְׁמִטְּתָא","","false"
"X6 abbreviated alt (ends ׳)","U01495","alt","שְׁ׳","שְׂמָמִי","","false"
"X6 abbreviated alt (ends ׳)","U01498","alt","שְׁמֵי׳","שָׁמֵן","","false"
"X6 abbreviated alt (ends ׳)","U01502","alt","שְׁמֵי׳","שְׁמֵנָא","","false"
"X6 abbreviated alt (ends ׳)","U01504","alt","שְׁמוֹ׳","שְׁמֹנֶה","","false"
"X6 abbreviated alt (ends ׳)","U01522","alt","שִׁימְ׳","שִׁמְצָא","","false"
"X6 abbreviated alt (ends ׳)","U01523","alt","שִׁי׳","שִׁמְצָה","","false"
"X6 abbreviated alt (ends ׳)","U01531","alt","שׁוֹ׳","שֹׁמְרוֹן","","false"
"X6 abbreviated alt (ends ׳)","U01543","alt","שִׁי׳","שִׁמְשָׁא","","false"
"X6 abbreviated alt (ends ׳)","U01557","alt","שִׁי׳","שֵׁן²","","false"
"X6 abbreviated alt (ends ׳)","U01609","alt","שִׁי׳","שִׁנְצָא","","false"
"X6 abbreviated alt (ends ׳)","U01630","alt","שִׁי׳","שִׁעְבּוּד","","false"
"X6 abbreviated alt (ends ׳)","U01631","alt","שִׁי׳","שִׁעְבּוּד²","","false"
"X6 abbreviated alt (ends ׳)","U01667","alt","שִׁי׳","שִׁעֲמוּם","","false"
"X6 abbreviated alt (ends ׳)","U01668","alt","שִׁי׳","שִׁעֲמוּם²","","false"
"X6 abbreviated alt (ends ׳)","U01670","alt","שַׁעֲמִי׳","שַׁעֲמוּמִיתָא","","false"
"X6 abbreviated alt (ends ׳)","U01684","alt","שֵׂי׳","שֵׂעָר","","false"
"X6 abbreviated alt (ends ׳)","U01705","alt","שִׁי׳","שִׁפָּא","","false"
"X6 abbreviated alt (ends ׳)","U01776","alt","שְׁפֵי׳","שְׁפֵלָה","","false"
"X6 abbreviated alt (ends ׳)","U01780","alt","שְׁפֵלְ׳","שְׁפֶלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U01780","alt","שְׁפֵילְ׳","שְׁפֶלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","U01782","alt","סְ׳","שָׂפָם²","","false"
"X6 abbreviated alt (ends ׳)","U01806","alt","שְׁפַרְפְּ׳","שְׁפַרְפָּרָא","","false"
"X6 abbreviated alt (ends ׳)","U01813","alt","שִׂי׳","שִׂפְתָא","","false"
"X6 abbreviated alt (ends ׳)","U01853","alt","שָׁ׳","שַׁקְיָא","","false"
"X6 abbreviated alt (ends ׳)","U01854","alt","שַׁ׳","שָׁקְיָא","","false"
"X6 abbreviated alt (ends ׳)","U01862","alt","שִׁיקְ׳","שַׁקְיָינָא","","false"
"X6 abbreviated alt (ends ׳)","U01873","alt","שִׁי׳","שִׁקְמָא","","false"
"X6 abbreviated alt (ends ׳)","U01874","alt","שִׁי׳","שִׁקְמָה","","false"
"X6 abbreviated alt (ends ׳)","U01883","alt","שָׁ׳","שַׁקְפָא","","false"
"X6 abbreviated alt (ends ׳)","U01883","alt","שִׁי׳","שַׁקְפָא","","false"
"X6 abbreviated alt (ends ׳)","U01888","alt","שִׁי׳","שִׁקְצָא","","false"
"X6 abbreviated alt (ends ׳)","U01897","alt","שִׁי׳","שְׁקַר","","false"
"X6 abbreviated alt (ends ׳)","U01925","alt","שִׂי׳","שִׂרְגָא","","false"
"X6 abbreviated alt (ends ׳)","U01954","alt","שֵׂי׳","שֵׂרָטוֹן","","false"
"X6 abbreviated alt (ends ׳)","U01967","alt","שִׁי׳","שִׁרְיוֹן","","false"
"X6 abbreviated alt (ends ׳)","U01971","alt","שַּׁ׳","שַׁרְיֵי","","false"
"X6 abbreviated alt (ends ׳)","U01975","alt","שִׁירְ׳","שִׁרְיָין","","false"
"X6 abbreviated alt (ends ׳)","U01975","alt","סִרְ׳","שִׁרְיָין","","false"
"X6 abbreviated alt (ends ׳)","U01987","alt","שְׁ׳","שָׁרִיר","","false"
"X6 abbreviated alt (ends ׳)","U01993","alt","שְׁ׳","שְׂרָכָא","","false"
"X6 abbreviated alt (ends ׳)","U01994","alt","שַׁרְכְּ׳","שַׁרְכָּפָא","","false"
